8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.422328000000000481e-01,0.000000000000000000e+00,7.419972000000000234e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.228070175438596534e-01,8.032295000000000407e-01,0.000000000000000000e+00,7.927579999999999627e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.456140350877193068e-01,7.877842999999999929e-01,0.000000000000000000e+00,7.886395999999999962e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.684210526315789602e-01,7.827758000000000216e-01,0.000000000000000000e+00,7.786418999999999979e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.291228070175438614e+00,7.825058000000000291e-01,0.000000000000000000e+00,7.817214999999999581e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.614035087719298378e+00,7.781753000000000142e-01,0.000000000000000000e+00,7.761643999999999766e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.936842105263157920e+00,7.733868000000000409e-01,0.000000000000000000e+00,7.721443999999999530e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.259649122807017463e+00,7.702339000000000269e-01,0.000000000000000000e+00,7.692923999999999873e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.582456140350877227e+00,7.678696000000000410e-01,0.000000000000000000e+00,7.673524000000000456e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.905263157894736992e+00,7.661350000000000104e-01,0.000000000000000000e+00,7.657135999999999942e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.228070175438596756e+00,7.648464999999999847e-01,0.000000000000000000e+00,7.641265000000000418e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.550877192982456076e+00,7.632124000000000130e-01,0.000000000000000000e+00,7.624834000000000334e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.873684210526315841e+00,7.616405000000000536e-01,0.000000000000000000e+00,7.610978000000000465e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.196491228070175161e+00,7.602797000000000027e-01,0.000000000000000000e+00,7.596481999999999957e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.519298245614034926e+00,7.595353000000000243e-01,0.000000000000000000e+00,7.590721000000000274e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.842105263157894690e+00,7.581881000000000315e-01,0.000000000000000000e+00,7.579850999999999672e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.164912280701754455e+00,7.575973999999999764e-01,0.000000000000000000e+00,7.571837000000000151e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.487719298245614219e+00,7.560215000000000130e-01,0.000000000000000000e+00,7.557428000000000479e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.810526315789473983e+00,7.552634999999999765e-01,0.000000000000000000e+00,7.539506999999999737e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.133333333333333748e+00,7.543246999999999591e-01,0.000000000000000000e+00,7.536912999999999530e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.456140350877193512e+00,7.530113999999999974e-01,0.000000000000000000e+00,7.528981999999999619e-01,1.430000000000000000e+02,1.000000000000000000e+00
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.778947368421052388e+00,7.534013000000000515e-01,0.000000000000000000e+00,7.531685999999999659e-01,1.430000000000000000e+02,1.000000000000000000e+00
