,ClassID,ExptID,BatchID,Drive,JV_ok,PL_ok,DF_ok,Shunted,Temp (deg C),RH (%),Oxygen (%),Illum (Nsuns),MA fraction,PLQY_0,xy1t0_0,xy0t1_0,xy0t1Norm_0,xy1t1_0,t0xy1_0,t1xy0_0,xy2t0,xy3t0,xy2t1,xy3t1,frac_bright_0,pred_horiz,QFLS_0,beta_mean,beta_std,cv_slopes,dDFmeandt,dDFmediandt,dDFstddt,dDFskewdt,dDFkurtdt,d2DFmeandt2,d2DFmediandt2,d2DFstddt2,d2DFskewdt2,d2DFkurtdt2,DFmean_0,DFmedian_0,DFstd_0,DFskew_0,DFkurtdt_0,Jmpp_0,Vmpp_0,Pmpp_0,Jsc_0,Voc_0,dJmppdt,dVmppdt,dPmppdt,dJscdt,dVocdt,ddJmppdt2,ddVmppdt2,ddPmppdt2,ddJscdt2,ddVocdt2,Jschyst_0,Vochyst_0,FFhyst_0,dJsc_fwddt,dVoc_fwddt,dFF_fwddt,dJsc_revdt,dVoc_revdt,dFF_revdt,ddJsc_fwddt2,ddVoc_fwddt2,ddFF_fwddt2,ddJsc_revdt2,ddVoc_revdt2,ddFF_revdt2,dPLdt,ddPLdt2,t_Jsc75,t_Voc75,t_PCE75,t_Jsc75_max,t_Voc75_max,t_PCE75_max,dxy1t0dt,dxy0t1dt,dxy0t1Normdt,dxy1t1dt,dt0xy1dt,dt1xy0dt,dfrac_brightdt,dxy2t0dt,dxy3t0dt,dxy2t1dt,dxy3t1dt,dbeta_meandt,dbeta_stddt,dcv_slopesdt,ddxy1t0,ddxy0t1,ddxy0t1Norm,ddxy1t1,ddt0xy1,ddt1xy0,ddfrac_bright,ddxy2t0,ddxy3t0,ddxy2t1,ddxy3t1,ddbeta_mean,ddbeta_std,ddcv_slopes,t_Vocmax,t_FF90,t_Jsc90,DFCV_0,dDFCVdt,d2DFCVdt2,sexp_beta,sexp_tau,sexp_R2,sexp_MAE,sexp_RMSE,sexp_Jsc75,sexpsig_beta,sexpsig_tau,sexpsig_a0,sexpsig_shift,sexpsig_sharp,sexpsig_R2,sexpsig_MAE,sexpsig_RMSE,sexpsig_Jsc75,quint_c5,quint_c4,quint_c3,quint_c2,quint_c1,quint_c0,quint_R2,quint_MAE,quint_RMSE,quint_Jsc75,plin_y1,plin_y2,plin_y3,plin_t1,plin_t2,plin_t3,plin_R2,plin_MAE,plin_RMSE,plin_Jsc75,t_Jsc80,t_PCE80
10,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_35C_60RH_air,YM14-10,EP3,TRUE,TRUE,TRUE,FALSE,35,60,21,1,1,0.001571269,9.37E+17,5.68E+16,0.025555924,1.60E+16,9.25E+17,1.42E+17,-0.454132777,0.071058256,2.797365939,40.7241186,0.606744026,120,1.166939529,-1.67788E+14,1.43242E+15,0.504519904,-13.45575338,-9.595238095,-5.826453296,0.000164687,0.0044491,2.104434059,2.001587302,0.701680839,-3.53E-05,-0.000587725,113752.0851,106430,38489.45125,4.973345592,37.41953385,0.020429063,0.79,0.01613896,0.022608177,1.0109167,-7.13E-06,0.00060119,6.24E-06,-8.46E-06,0.00024634,1.29E-07,-3.57E-06,2.80E-08,3.06E-07,3.83E-06,4.27E-06,0.022951309,0.012240396,-8.31E-06,7.88E-05,-0.000626589,-8.30E-06,-1.29E-05,-0.000440458,3.01E-07,6.61E-06,1.35E-05,3.03E-07,2.19E-06,6.47E-06,0.005808241,0.000117274,1290,,1065,1290,,855,0.014744136,-0.001532511,-0.004015618,0.004798116,0.01485694,0.007596945,-0.003669044,-0.006101892,-0.168917869,-0.005555527,3.39382E+14,0.077686757,0.001896037,0.001357047,1.27E-05,0.000247481,0.000159766,0.000122117,1.03E-05,0.000121762,0.000344787,-0.000165516,0.01712913,0.000803152,0.00079768,-0.00364779,0.000321683,-5.53E-05,1035,735,435,0.3383626,-1.14E-05,-8.87E-08,0.957461347,4811.348172,0.97950014,0.009077891,0.010908033,1320,0.629786748,10544.76695,0.630446003,1675.074113,0.002374702,0.997422738,0.003102439,0.003867678,1290,-1.83E-16,7.21E-13,-1.08E-09,7.30E-07,-0.000363901,0.989505485,0.997415407,0.00322176,0.003873175,1290,0.971911627,0.627494847,0.001346123,48.95585653,1989.208955,3000,0.990930062,0.005665357,0.007255597,1305,1050,810
11,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_45C_30RH_air,YM14-11,EP3,TRUE,TRUE,TRUE,FALSE,45,30,21,1,1,0.000765541,5.01E+17,1.09E+17,0.081383483,6.50E+16,4.96E+17,1.19E+17,-0.200739889,-1.59258368,-0.318746811,-1.662154419,0.879903341,120,1.14835057,6.47651E+15,4.9875E+15,1.709549503,43.0162671,5.547619048,11.202821,-0.009450852,-0.107224575,1.666662626,0.925396825,1.277425254,-0.000107339,-0.001762659,78848.82032,68100,50827.39428,6.429940025,51.84131307,0.01737022,0.73,0.012680261,0.021554397,0.92781933,1.14E-05,0.000869048,2.47E-05,-8.55E-06,0.000471674,-1.05E-06,-2.54E-05,-1.24E-06,4.11E-07,-4.05E-05,6.00E-07,0.014047729,0.036775219,-8.18E-06,0.000146475,-0.000515873,-8.18E-06,0.000416167,-0.000474263,3.74E-07,-1.71E-06,1.04E-05,3.78E-07,4.14E-06,9.37E-06,0.020888115,-0.000695761,3306,,2856,3306,,1491,0.040524508,-0.004173265,-0.005879415,-0.004375806,0.040796047,0.007498438,-0.004743736,0.002679105,0.000856206,-0.006956497,-1.22E+16,-0.008419611,-0.005227866,-0.008661007,-0.001274002,0.000420169,0.000544155,0.000467613,-0.001283016,-3.01E-05,0.000558727,-0.000752526,-4.01E-07,0.000292052,-6.53E-05,0.001072475,0.000467656,0.000788519,1050,1836,1185,0.644618322,-0.00020166,2.69E-06,0.968550713,13731.1945,0.8459048,0.022609084,0.02570516,1320,0.504951669,193.2596839,0.082958468,4497.93653,0.001247012,0.997580964,0.002414247,0.003220675,3306,2.18E-19,7.05E-16,-2.49E-11,8.12E-08,-0.000114102,0.967840973,0.996679087,0.002274067,0.003773588,3306,0.945837955,0.867355983,0.000238035,59.63702107,2407.824767,8910.117366,0.995110101,0.003603924,0.004579053,3291,2961,2211
12,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_35C_70RH_air,YM14-14,EP3,TRUE,TRUE,TRUE,FALSE,35,70,21,1,1,0.00129095,1.01E+18,5.05E+16,0.02975322,1.61E+16,1.00E+18,1.19E+17,-0.366030042,-1.618065409,-0.234076803,-1.367687369,0.857553998,120,1.161859495,6.07592E+14,5.97484E+14,0.525626406,33.60235155,13.28571429,22.52150956,-0.004903019,-0.060909188,0.434706694,0.231746032,0.412618527,-4.56E-06,-8.63E-05,74126.19709,64610,44691.10001,6.49461458,51.11126589,0.016794703,0.77,0.012931922,0.02133425,0.96419738,1.95E-05,0.000369048,2.21E-05,-4.20E-06,0.000275382,-1.47E-06,-7.14E-06,-1.26E-06,7.71E-08,-1.95E-05,2.60E-06,0.028300721,0.063244248,-3.78E-06,7.22E-06,-0.0003596,-3.77E-06,-8.88E-06,-0.000649128,6.99E-08,1.44E-06,1.25E-05,7.12E-08,-1.12E-06,4.62E-05,0.005969967,-0.00022165,2758,2773,2535,2758,2758,2370,0.00974431,0.000806301,-0.001771771,0.004585303,0.009793546,0.005218232,-0.005100159,0.000580505,6.89E-05,0.002045506,-7.17987E+15,-0.025680741,0.009482829,0.000149645,-0.000402819,5.54E-05,0.000135164,-0.000123295,-0.00040638,-0.000112834,0.000503249,-0.000175485,3.97E-06,-0.000270751,-4.10E-05,0.00168791,-0.000305853,1.07E-05,765,2535,1875,0.602905609,3.01E-05,2.01E-06,0.54189941,100000,0.896551092,0.00800892,0.009269261,1320,1,320.8790086,0.085441109,3529.886861,0.002581654,0.996811676,0.001360476,0.001627284,3306,-1.08E-17,7.64E-14,-2.26E-10,3.36E-07,-0.000259129,1.000738484,0.997677012,0.001159926,0.001389011,3306,0.938266886,0.872054719,4.04E-06,351.9640457,2630.229192,3889.99436,0.947493374,0.005261375,0.006603729,3291,2758,2535
13,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_35C_70RH_air_2,YM14-5,EP3,TRUE,TRUE,TRUE,FALSE,35,70,21,1,1,0.001669975,7.13E+17,6.48E+16,0.025285502,1.59E+16,7.01E+17,1.34E+17,-0.266462681,-1.282462956,0.07579065,-0.026089523,0.306039663,120,1.16851455,-1.62947E+15,1.78605E+15,0.766408529,10.9464083,0.047619048,1.692328498,-0.005173322,-0.069391752,1.927378746,1.501587302,1.008886169,-6.41E-05,-0.000813179,70038.97599,63920,31282.85649,7.183748283,62.2643394,0.019824217,0.76,0.015066405,0.022233828,0.99186092,-4.00E-06,0.00060119,8.64E-06,-8.32E-06,0.000192745,1.40E-07,-3.57E-06,3.61E-08,4.52E-07,8.43E-07,4.60E-06,0.009759397,0.013392483,-7.86E-06,8.99E-05,-0.000556671,-7.85E-06,2.23E-05,-0.00061414,4.24E-07,1.40E-06,1.40E-05,4.24E-07,2.64E-06,1.26E-05,0.005917107,8.02E-05,3225,4140,2820,3225,705,2460,0.019891355,-0.001116536,-0.003811598,0.00429158,0.020259214,0.005373288,-0.001279756,0.001443883,0.002936769,-0.015262675,-5.44E+17,0.001382543,-0.000115387,-0.001117591,-9.79E-05,0.00016945,0.000106432,7.80E-05,-9.92E-05,-3.56E-05,5.63E-05,7.14E-05,-0.00010055,0.000967582,-0.038841726,0.000142099,0.00022079,6.81E-05,705,2700,1110,0.446649256,-4.50E-05,2.22E-06,0.723484948,25391.79183,0.831071323,0.018140435,0.022534396,1320,0.373679353,13449.9976,0.300918456,3901.144953,0.00233959,0.998817541,0.001384141,0.00188533,3225,-6.01E-18,4.79E-14,-1.51E-10,2.28E-07,-0.000188785,0.975350508,0.998275148,0.00145068,0.002277037,3225,0.960826852,0.763695618,3.42E-05,31.15562043,3757.088434,1795.721157,0.892203191,0.013569149,0.018001023,3291,2985,2520
14,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_35C_30RH_air,YM15-1,EP3,TRUE,TRUE,FALSE,FALSE,35,30,21,1,1,0.003707643,3.51E+18,1.22E+17,0.026728878,6.40E+16,3.50E+18,2.65E+17,-0.618847629,-1.515752349,-0.355775298,-1.072401114,0.026313308,120,1.189133707,-6.0225E+15,4.24156E+15,0.68522366,25.05375985,14.80952381,7.147897693,-0.002280312,-0.033747139,4.909332207,4.019047619,3.261151509,-5.54E-05,-0.001539718,63411.23027,56460,31021.92642,6.958389573,61.92974632,0.020166667,0.8,0.016133333,0.021333333,1.07,-9.62E-06,0.000553571,2.79E-06,-5.49E-06,-0.00028451,5.76E-07,-2.82E-05,-8.66E-08,2.68E-07,2.57E-05,0,0.008714711,0.000274035,-4.51E-06,-7.91E-05,-0.000159517,-4.50E-06,-3.75E-05,-0.000137422,1.90E-07,1.09E-05,8.65E-06,1.89E-07,1.04E-05,5.89E-06,0.00049237,0.000206738,6750,,5475,6750,,5325,0.001584953,-0.00415492,-0.002905204,-0.003951957,0.001591074,-0.000368959,-0.001149698,-0.001275716,0.000449624,0.00099129,-5.18248E+15,-0.004850754,-0.004984046,-0.001154481,0.000189656,0.000405857,0.000139839,0.000470232,0.0001893,0.000277537,-0.000469546,5.07E-05,-1.21E-05,-0.000218223,-0.00026257,0.000831791,0.000638159,0.000150345,3150,5610,2745,0.489218176,-7.37E-05,1.49E-05,0.762174868,46799.21158,0.889662303,0.014241728,0.018211792,1320,0.464879625,50375.91031,0.459151967,7918.760625,0.001229673,0.99200612,0.004098012,0.004901958,6735,-2.52E-19,4.06E-15,-2.41E-11,6.35E-08,-9.08E-05,0.977478105,0.997798539,0.001732428,0.002572446,6705,0.964681743,0.763443135,2.31E-05,79.5015947,7725.530992,6042.159044,0.9350151,0.009871323,0.013976452,3291,6195,4905
15,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_65C_40RH_air,YM15-3,EP3,TRUE,TRUE,TRUE,FALSE,65,40,21,1,1,0.001819464,1.46E+18,5.74E+16,0.02561566,1.83E+16,1.44E+18,1.76E+17,-0.567365137,-1.480611101,-0.39440886,-1.259394793,0.370102784,120,1.170730925,-1.38478E+14,6.76081E+14,0.478354188,119.6320466,-1.214285714,60.77041277,-0.019961521,-0.221553164,-1.501247222,-0.325396825,0.462929764,0.000112246,0.001222385,69998.57324,58730,49141.1188,6.621737393,52.06286218,0.020310598,0.8,0.016248479,0.021819248,1.0108109,-1.26E-05,0.000559524,3.91E-07,-9.63E-06,7.43E-05,6.06E-07,-2.22E-05,4.73E-08,3.54E-07,6.37E-06,1.63E-06,0.000907365,0.01766285,-9.34E-06,0.000119323,-0.000148833,-9.33E-06,9.61E-05,-0.000250337,3.41E-07,3.10E-06,8.59E-06,3.42E-07,3.12E-06,1.10E-05,0.002876655,0.000106323,3705,,2760,3705,,2760,0.005085671,0.004958332,0.002107526,0.013007413,0.005125438,0.002661894,-0.005216633,-0.00148769,0.000779662,-0.024039012,-5.87648E+15,0.267329434,0.030153196,0.001893696,7.40E-05,0.000346459,0.000247778,0.000349215,7.29E-05,0.000143412,-0.000416026,-3.13E-05,-5.43E-06,-0.001975639,-0.012248952,0.007019726,0.00040777,-3.62E-05,2010,2925,840,0.702030292,-0.000276818,2.05E-05,0.652965248,27162.13202,0.962906928,0.008530456,0.011863014,1320,0.451368601,15019.4991,0.375240284,5881.482292,0.000758436,0.993955746,0.003460201,0.004788726,3645,-3.35E-18,3.20E-14,-1.12E-10,1.78E-07,-0.000173737,0.971261209,0.997042755,0.002449649,0.003349595,3675,0.942038291,0.729602726,0.999991452,91.81791037,4118.314189,4000.54261,0.989168707,0.003863124,0.006410454,3735,2850,2400
16,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_85C_40RH_air,YM15-10,EP3,TRUE,TRUE,TRUE,FALSE,85,40,21,1,1,0.000929565,8.54E+17,4.31E+16,0.042072232,1.73E+16,8.52E+17,6.35E+16,-0.594908362,-1.560737616,-0.433182503,-1.462605829,0.805788668,120,1.153369276,9.84547E+14,8.62838E+14,0.506376697,408.6006251,23.3452381,402.5909221,-0.043840487,-0.417702886,-3.238394228,-0.307142857,0.839228463,0.001041766,0.011722409,70607.63011,61550,40289.96986,6.383747489,48.2232708,0.01943143,0.8,0.015545144,0.021033153,0.9737978,-2.64E-05,-3.57E-05,-2.19E-05,-1.25E-05,-7.20E-05,1.83E-07,-1.43E-05,-1.19E-07,2.82E-07,9.78E-06,1.04E-05,0.011694572,0.018888503,-1.21E-05,-1.09E-05,0.000258535,-1.19E-05,-5.60E-06,0.000778178,2.19E-07,3.15E-06,3.02E-06,2.23E-07,-1.10E-06,1.91E-05,0.001282048,0.000281775,720,,285,720,,285,0.002039728,-0.005647754,-0.005555442,-0.008028325,0.002034214,-0.000272589,-0.002412986,-0.004309,0.001316772,-0.01391453,-1.19103E+15,-0.019898641,-0.014732855,-0.002658703,0.000318702,-0.000111948,-0.000180809,-0.000461196,0.000319032,0.000104078,-0.000190359,-2.89E-05,7.30E-06,-0.001011643,-0.007534874,-0.001820921,-0.001318594,-0.000388559,0,225,195,0.57061779,0.001568651,2.63E-05,0.837821146,3258.86446,0.968232706,0.011749316,0.013410528,750,1,159.6109243,0.114007144,1149.022797,0.003946624,0.996142051,0.003993027,0.004673411,720,3.90E-15,-6.21E-12,2.05E-09,7.51E-07,-0.000677827,0.993181175,0.998578916,0.00229099,0.002836388,720,0.935430636,0.387641167,0.001057255,95.80478942,1956.578545,3000,0.982554471,0.008400452,0.009937973,735,600,210
17,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_75C_40RH_air,YM15-4,EP3,TRUE,TRUE,FALSE,FALSE,75,40,21,1,1,0.00166685,1.66E+18,6.36E+16,0.035817996,3.13E+16,1.65E+18,1.54E+17,-0.525396489,-1.563296255,-0.397079976,-1.358991658,0.782143197,120,1.168466122,1.626E+15,1.48506E+15,0.577585381,388.6077956,207.8095238,251.3402139,-0.027691462,-0.321712003,-3.423981074,-1.761904762,-4.996357752,0.000250378,0.004235386,52652.11438,42020,32400.59979,5.797313049,44.77387224,0.019245292,0.8,0.015396233,0.02119006,0.99677062,-7.91E-06,0.000470238,2.32E-06,-4.62E-06,1.20E-05,-4.01E-08,-2.18E-05,-4.54E-07,5.51E-08,3.43E-06,2.23E-06,0.00235288,0.022686394,-4.53E-06,1.41E-05,-1.10E-05,-4.56E-06,3.75E-06,3.04E-05,6.19E-08,5.61E-06,8.75E-07,6.21E-08,6.82E-06,2.21E-06,0.002086577,0.000127436,2550,,1815,2550,,1665,0.002459661,-0.004789772,-0.004177398,-0.005771491,0.002459438,0.001627383,-0.000790466,-0.001439904,0.0005212,-0.249979742,-3.00704E+15,-0.015656876,-0.010127796,-0.002575395,0.000147332,5.81E-05,0.000152443,-8.37E-05,0.000149139,1.03E-05,-1.68E-05,1.08E-05,-3.18E-06,-0.014411752,-0.253316666,-0.000942409,-0.000575119,-0.000228453,1275,1650,1170,0.615371295,0.000260784,-2.08E-05,0.951535614,11856.92618,0.896913874,0.015019304,0.019471597,750,0.62954257,16748.54898,0.601641477,2770.955629,0.005209639,0.998035795,0.002274539,0.002687787,2550,-3.13E-17,1.90E-13,-4.32E-10,4.57E-07,-0.000275152,1.001531649,0.999010954,0.001598428,0.001907259,2550,0.976190377,0.75910108,0.999979462,94.38456831,2988.770778,195.047594,0.916065637,0.012253336,0.017569984,735,2385,1575
18,210122_Schrodingers_Perovskite,P38_X-6_fullsuite,P38-X,EP3,TRUE,TRUE,TRUE,FALSE,25,40,21,1,1,0.00133849,1.18E+18,6.66E+16,0.03184676,7.44E+16,1.12E+18,2.04E+17,6.11505791,84.5483826,12.14300257,192.0718411,0.123016357,16,1.162794393,-2.40651E+15,5.40184E+15,0.805125345,52.09813472,51.78571429,-2.34261078,-0.002326588,-0.019306777,-1.35741806,-4.464285714,1.071248346,-4.51E-05,0.000537089,100050.236,90030,45526.18002,5.63641509,42.48095848,0.021221692,0.74,0.015704052,0.024276632,1.0361218,-4.20E-05,0.000401786,-2.21E-05,-2.16E-05,-0.000149216,-2.62E-06,0.001183036,2.32E-05,6.68E-07,0.00025149,2.01E-05,0.063622068,0.003457214,-2.61E-06,0.000499495,-0.003913381,-1.43E-06,0.000164661,-0.002639085,-8.57E-06,-0.000110685,0.000166035,-8.88E-06,1.62E-06,0.000420302,-0.001101763,0.004319508,232,,232,232,,232,-0.001913547,-0.018646424,-0.021367662,-0.016512876,-0.000257511,-0.009113078,-0.005423192,-0.022728073,-0.044871295,-0.016785812,-1.17465E+13,0.003792822,-0.016786149,0.017948733,0.005672144,0.007917749,0.004190858,0.007782392,0.005583375,0.004448826,-0.00230593,0.00019846,0.001790129,0.000120978,0.000283125,0.011751327,0.00740538,-0.000304845,0,768,94,0.45503321,-0.000259286,1.71E-05,1,832.3422327,0.990319694,0.007366386,0.008636602,240,1,832.3424223,1,2679.133786,0.027276098,0.990319694,0.007366382,0.008636602,240,7.04E-13,-4.67E-10,1.09E-07,-1.06E-05,-0.000670931,0.998568082,0.997362764,0.003449345,0.004507886,232,0.709840699,0.588622863,1.00E-10,271.8319963,1999.996261,3000,0.99665861,0.004049119,0.005074135,236,184,176
19,210122_Schrodingers_Perovskite,P38-3-8_unsteady_bias_and_light,P38-3,EP3,FALSE,FALSE,FALSE,FALSE,25,40,21,1,1,0.004718172,1.02E+19,2.07E+17,0.037130151,2.30E+17,1.01E+19,9.40E+17,3.34358895,10.70270663,2.527809603,11.83195223,0.459430638,16,1.195364664,-7.38687E+15,1.87E+16,-3.057314941,-471.7550513,-194.4642857,-429.3415247,0.002842169,-0.005646258,63.01977011,30.98214286,52.10599043,0.00126282,0.007823517,23894.93497,19330,7288.506695,1.179842199,0.420304289,0.01638445,0.7,0.011469115,0.021567555,1.0248208,0.000185689,0.003660714,0.000200203,3.19E-05,0.00018223,-6.30E-05,-0.000267857,-4.86E-05,-1.72E-05,-0.000380765,7.10E-06,0.039597342,0.045939384,1.01E-05,-0.000366694,-0.008359335,9.58E-06,-0.000106285,-0.006260141,-7.70E-06,0.000138739,0.001722134,-7.47E-06,8.25E-06,0.001595891,0.017420341,-0.013644472,,,,,,,0.031440332,0.01121045,0.022096461,-0.024341667,0.030970687,0.013831223,-0.002349918,0.045192129,0.089774776,0.005909271,2.70E+16,-0.048793074,-0.045304707,0.339810884,-0.021792712,0.021760337,0.021492708,0.022852665,-0.02194691,-0.001972536,0.000169936,-0.015813504,-0.022594242,-0.07365159,-0.155067933,0.022892422,0.022016711,0.044314902,4,,,0.305023081,-0.016280865,0.001168946,0.999999995,99999.99918,-1.073083757,0.010318326,0.012597606,,1,6783.092409,3.47E-11,2962.335252,0.026526382,-0.918519454,0.009864126,0.012118886,,4.16E-13,-2.99E-10,7.82E-08,-9.02E-06,0.000322641,1.017452553,0.951540147,0.001035001,0.001926064,,1,0.695821265,4.37E-05,212.5671503,2759.58746,3000,-0.87660029,0.009288395,0.011985758,,,
20,210122_Schrodingers_Perovskite,W86-5-8_unsteady_bias_and_light,WDS84-5,EP3,TRUE,TRUE,TRUE,FALSE,25,40,21,1,1,0.00181967,1.46E+18,7.70E+16,0.026982382,8.05E+16,1.38E+18,2.58E+17,7.134967132,92.59676191,16.53026021,338.7331083,0.95061849,16,1.170733847,1.35171E+15,5.92033E+15,0.728659985,80.26915826,36.42857143,62.00890054,-0.000164991,-0.001897456,-7.59947035,-3.214285714,-6.717447225,0.000124203,0.000690206,24737.14296,21200,5472.460131,0.793920333,-0.976826203,0.019613763,0.78,0.015298735,0.022609638,1.0317787,3.99E-05,-0.001473214,1.98E-06,1.72E-05,0.001747207,-6.68E-06,-0.001540179,-3.56E-05,-6.64E-06,-0.001147411,2.33E-06,0.006247609,0.007377269,4.66E-06,-0.002555318,0.010194467,4.31E-06,-0.000447577,0.007463273,-9.83E-06,0.000898267,0.001240345,-9.65E-06,0.000141794,0.000901987,0.027864829,-0.00852543,935,1339,1015,907,1239,945,0.075368387,-0.007468145,-0.03694889,0.221296344,0.081475308,0.028258584,-0.03191974,-0.015804911,-0.037325657,-0.023661324,3.24225E+14,-0.151613236,0.198925205,-0.002611112,-0.00286215,-0.001500641,0.006718011,-0.00624628,-0.003217154,-0.006796123,0.033010961,0.020197922,0.022578946,0.006873191,0.007510148,0.1561983,-0.007451453,-0.007438355,781,1225,449,0.221224421,0.0017209,-0.00020374,1,3708.496372,0.941227225,0.019125572,0.021642275,1069,1,5080.958565,0.84868721,814.8348253,0.005599887,0.986052173,0.009422942,0.010543094,959,5.16E-16,-1.41E-12,1.36E-09,-6.28E-07,-0.000112394,1.009599887,0.990095194,0.007437334,0.008884598,961,0.969505035,0.439005535,1.00E-10,245.4818077,2001.146649,3000,0.986999437,0.00867581,0.010178784,973,783,939
21,210122_Schrodingers_Perovskite,WDS84-1-8_unsteady_bias_and_light,WDS84-1,EP3,TRUE,TRUE,TRUE,FALSE,25,40,21,1,1,0.001735975,4.33E+18,1.40E+17,0.046535659,2.90E+17,4.33E+18,1.80E+17,6.286883247,42.60801192,6.127621596,44.66740902,0.323614345,16,1.169516582,-5.53167E+15,2.07E+16,-0.350597949,8.849256206,2.142857143,7.603631314,-0.005450161,-0.113996622,-3.372098194,-0.892857143,-3.778116822,0.00127292,0.035701385,20077.76426,17430,4427.387411,1.729291153,8.999995401,0.014144118,0.7,0.009900883,0.02459702,0.93738972,0.000141389,-0.006383929,-4.88E-06,3.20E-05,0.000997411,-1.92E-05,0.002120536,1.77E-05,-5.13E-06,-0.000735881,4.40E-05,0.014815114,0.074446515,-3.53E-06,0.001836033,-0.000190806,-6.27E-06,-0.000697567,-0.001297038,3.55E-06,-0.002024092,-0.001027984,5.07E-06,-0.000341812,0.00017581,-0.005549305,0.010183198,972,,,930,,978,-0.020830308,-0.02651391,-0.028986724,-0.017337184,-0.0215593,-0.005036761,0.002974358,0.004414021,0.018672688,0.00227194,-2.02063E+15,-0.024339166,-0.017506747,0.086872022,0.027265494,0.02515796,0.023171985,0.019122439,0.028239097,0.00711476,-0.015010951,-0.010159622,-0.046313147,-0.034394191,-0.122036694,0.031438036,0.019416888,-0.058726524,784,,376,0.220511973,0.000279232,-0.000150747,1,3842.332453,0.976734316,0.008311475,0.010830069,1069,1,3796.500754,0.97023717,942.956669,0.025455494,0.979853097,0.008100623,0.010078072,959,1.18E-15,-3.33E-12,3.06E-09,-9.50E-07,-0.000235731,1.020062059,0.990647362,0.006085494,0.006866578,961,0.911736644,0.53602048,0.005,360.0603812,2006.414119,3000,0.978652908,0.008019913,0.010373915,973,830,
22,210122_Schrodingers_Perovskite,YM5-1-3_Full_Suite_15min_50RH,YM5-1,EP3,TRUE,TRUE,TRUE,FALSE,25,50,21,1,1,0.001257738,3.79E+17,5.56E+16,0.028789886,1.23E+16,3.51E+17,1.39E+17,1.202841296,10.33478684,9.770739018,205.7093025,0.64010028,120,1.161185707,7.89863E+14,1.77673E+15,0.430817677,-1.009016996,3.761904762,-6.272189549,-0.004173826,-0.077502114,0.186328634,0.092063492,0.152950279,6.81E-05,0.001178435,71226.17998,59870,48199.10054,6.849444712,56.71878994,0.02326215,0.7,0.016283505,0.025288682,0.9901463,-4.86E-07,0.000184524,3.96E-06,-5.80E-07,-0.000305896,-1.68E-08,8.33E-06,1.82E-07,-9.87E-08,1.95E-05,1.30E-06,0.04487395,0.023634839,-5.28E-07,-0.000321155,-0.000430503,-5.02E-07,-0.00036546,-0.000375516,-1.03E-07,1.76E-05,5.35E-06,-1.03E-07,3.60E-05,1.38E-05,-0.000574722,9.19E-05,3150,,1830,3090,,1710,0.009913642,-0.003163026,-0.002178167,0.000129632,0.010940221,0.001453946,-0.003784988,-0.005668786,-0.008302332,-0.006643643,1.82641E+13,-0.014478661,-0.004281386,0.000981434,-0.000681908,0.000414418,0.000323385,0.000267066,-0.000783866,0.000346193,0.000153414,0.000717842,0.000913448,0.000769746,0.000783491,0.00106372,0.000477462,-8.32E-05,1485,,1470,0.676704837,-7.86E-05,3.80E-07,1,10892.62711,0.920356899,0.020996017,0.02858148,3135,1,7960.620109,0.767162747,7030.080456,0.395219009,0.921045638,0.020471976,0.028457628,3150,-1.20E-18,3.57E-15,3.56E-11,-1.62E-07,8.85E-05,0.975990595,0.96236929,0.016196806,0.019646348,2880,0.934793918,0.798095436,0.312834693,1357.104231,1778.246371,14577.71081,0.992907847,0.006849047,0.008529031,3060,1755,1740
