,ClassID,ExptID,Temp (deg C),RH (%),Oxygen (%),Illum (Nsuns),MA fraction,PLQY_0,xy1t0_0,xy0t1_0,xy0t1Norm_0,xy1t1_0,t0xy1_0,t1xy0_0,xy2t0,xy3t0,xy2t1,xy3t1,frac_bright_0,pred_horiz,QFLS_0,beta_mean,beta_std,cv_slopes,dDFmeandt,dDFmediandt,dDFstddt,dDFskewdt,dDFkurtdt,d2DFmeandt2,d2DFmediandt2,d2DFstddt2,d2DFskewdt2,d2DFkurtdt2,DFmean_0,DFmedian_0,DFstd_0,DFskew_0,DFkurtdt_0,Jmpp_0,Vmpp_0,Pmpp_0,Jsc_0,Voc_0,dJmppdt,dVmppdt,dPmppdt,dJscdt,dVocdt,ddJmppdt2,ddVmppdt2,ddPmppdt2,ddJscdt2,ddVocdt2,Jschyst_0,Vochyst_0,FFhyst_0,dJsc_fwddt,dVoc_fwddt,dFF_fwddt,dJsc_revdt,dVoc_revdt,dFF_revdt,ddJsc_fwddt2,ddVoc_fwddt2,ddFF_fwddt2,ddJsc_revdt2,ddVoc_revdt2,ddFF_revdt2,dPLdt,ddPLdt2,t_Jsc75,t_Voc75,t_PCE75,t_Jsc75_max,t_Voc75_max,t_PCE75_max,dxy1t0dt,dxy0t1dt,dxy0t1Normdt,dxy1t1dt,dt0xy1dt,dt1xy0dt,dfrac_brightdt,dxy2t0dt,dxy3t0dt,dxy2t1dt,dxy3t1dt,dbeta_meandt,dbeta_stddt,dcv_slopesdt,ddxy1t0,ddxy0t1,ddxy0t1Norm,ddxy1t1,ddt0xy1,ddt1xy0,ddfrac_bright,ddxy2t0,ddxy3t0,ddxy2t1,ddxy3t1,ddbeta_mean,ddbeta_std,ddcv_slopes,t_Vocmax,t_FF90,t_Jsc90,DFCV_0,dDFCVdt,d2DFCVdt2,sexp_beta,sexp_tau,sexp_R2,sexp_MAE,sexp_RMSE,sexp_Jsc75,sexpsig_beta,sexpsig_tau,sexpsig_a0,sexpsig_shift,sexpsig_sharp,sexpsig_R2,sexpsig_MAE,sexpsig_RMSE,sexpsig_Jsc75,quint_c5,quint_c4,quint_c3,quint_c2,quint_c1,quint_c0,quint_R2,quint_MAE,quint_RMSE,quint_Jsc75,plin_y1,plin_y2,plin_y3,plin_t1,plin_t2,plin_t3,plin_R2,plin_MAE,plin_RMSE,plin_Jsc75,t_Jsc80,t_PCE80,Rs_hyst,Rsh_hyst,n_id_hyst,J0_hyst,JL_hyst,Rs_fwd_0,Rsh_fwd_0,n_id_fwd_0,J0_fwd_0,JL_fwd_0,Rs_rev_0,Rsh_rev_0,n_id_rev_0,J0_rev_0,JL_rev_0,dRs_fwd_dt,dRsh_fwd_dt,dn_id_fwd_dt,dJ0_fwd_dt,dJL_fwd_dt,dRs_rev_dt,dRsh_rev_dt,dn_id_rev_dt,dJ0_rev_dt,dJL_rev_dt,ddRs_fwd_dt2,ddRsh_fwd_dt2,ddn_id_fwd_dt2,ddJ0_fwd_dt2,ddJL_fwd_dt2,ddRs_rev_dt2,ddRsh_rev_dt2,ddn_id_rev_dt2,ddJ0_rev_dt2,ddJL_rev_dt2,frac_Rs_rev_FF90,frac_Rs_fwd_FF90,frac_Rsh_rev_FF90,frac_Rsh_fwd_FF90,t_FF95,FF_0,dFFdt,ddFFdt2
0,210412_MAPI_Devices,JV_PL_DF_MAPI_1sun_25C_60RH_air,25.0,60.0,21.0,1.0,1.0,0.0014005572778013349,6.419601936696492e+17,5.179359957735821e+16,0.024913974188709186,9181264866580994.0,6.28977221268707e+17,1.2980377134859746e+17,-0.13345276189331864,-0.6392588037796956,0.11737715030488285,-0.2878296270082896,0.4760857077205882,120.0,1.163966207015694,-17615657275516.65,587730754068383.2,0.467167989899282,9.079810146087343,1.7305302236121511,4.291104910210044,-0.0005688682828421871,-0.003931233345452272,0.5542098831153421,0.4635531978954301,0.327709934675908,-6.957525268461806e-06,-0.00013222037711369943,70083.76812304545,59132.4200913242,46256.989349479256,6.105879224790655,44.221497228460464,0.020869427118644066,0.78,0.01627815315254237,0.023147537288135595,0.98706316,1.3802966101695918e-06,0.00016666666666666883,4.588044327582816e-06,-3.425242130750595e-06,0.000113655714285718,-1.1099677158999263e-07,3.9682539682540765e-06,-2.674412328491476e-09,1.2777212806026904e-07,7.119082539682566e-06,5.355932203389424e-06,0.0016911964421133518,0.00884634784208238,-3.6673527037933165e-06,9.922492496337934e-05,0.0002275987084271329,-3.6839386602097517e-06,0.0001357344089720999,0.0002277154000100783,1.3757600215227375e-07,4.756612586060653e-06,-8.926071237418573e-06,1.4073177293515769e-07,5.142525426034346e-06,-6.280209892258555e-06,-0.004266711981406226,0.000560566116722487,,,2385.0,,,2100.0,-0.004916176201281387,-0.00495514621126325,-0.0023200837584589342,-0.005281786047040758,-0.005009181626212265,-0.004254085036245186,-0.00022256778436245564,-0.012159867413116471,0.0005106122892642578,-0.014581497571135252,1.0964783087454118e+16,0.00474914716019239,-0.005265560909059911,0.00039084021186614945,0.0005732669351565323,0.00048772318795271526,-0.00021602088198836142,0.0005104084886470094,0.0005773183688966534,0.0005115664774966781,1.100548502619494e-07,0.0028873685274645633,8.131013873005263e-05,0.0013145359389928268,-0.00380271452243329,0.0003430360975651445,0.0005104991879994383,-3.751430213659937e-05,1725.0,1935.0,1650.0,0.6600242907639651,-2.4124862082327726e-05,-5.393584533960662e-07,0.9999999999999999,15466.217014088734,0.9337240684035408,0.0077608574052945795,0.012535854378744096,,0.985293905600396,10727.364947829317,0.653767191325562,2782.2211445779926,0.011160554588327619,0.9880343920483253,0.004365134568557332,0.005326518045266977,,-3.2413923053644944e-17,1.9447076283181354e-13,-4.051691821448676e-10,3.3661208368373795e-07,-0.0001433298318669883,0.9951844458830874,0.9945126009189952,0.002366375430888528,0.003607109208195055,,0.8550765205196361,0.6926631412168975,0.9981366248597923,2500.700054001017,2873.858531543713,480.2116565375477,0.984828679478242,0.004965468024529873,0.005997741030038811,,2655.0,2160.0,5.050758821575307,110766.33252423108,0.07106935366168177,1.4990061095585966e-07,1.982777880266129e-05,16.010184910239857,12704.177349986428,4.006942608047011,1.379214494742628e-06,-0.023185516344904858,21.060943731815165,123470.5098742175,4.078011961708693,1.5291151056984877e-06,-0.023165688566102197,-0.049452201617717566,3512.744514586948,-0.0009725478017204183,-8.715198465158752e-09,3.8804420327028325e-06,0.0138942766527404,2408.539469745241,-0.0045897821834131255,-1.170912641428895e-08,3.7938827118029714e-06,0.003469956133566335,-150.82477156163685,-0.0003429015174811604,-1.6251839112574498e-09,-1.584443427547397e-07,0.0006637323637380931,100.92408575002135,0.0001476633397310523,4.761347840302618e-10,-1.261654282166941e-07,9.757881534455171,11.869351708395984,0.05385845616549025,0.6524475005209217,1770.0,0.7124516469235398,0.000226968193033952,-9.29346169388678e-06
